,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure_months,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date,avg_montly_charge,monthly_rate_validation,contract_type.1,phone_service.1,internet_service.1,tenure_month_ages,Phone,Internet,Services
5970,8413-VONUO,Male,No,No,No,1,2,0,Electronic check,$95.65,$167.30,Yes,1.75,False,True,True,True,True,0,2021-06-03,$95.65,TRUE,Month-to-Month,One Line,Fiber Optic,2,False,False,Phone and Internet
5972,8414-MYSHR,Male,Yes,No,No,1,2,0,Electronic check,$91.40,$449.75,Yes,4.92,False,True,True,True,True,0,2021-02-27,$91.40,TRUE,Month-to-Month,One Line,Fiber Optic,5,False,False,Phone and Internet
5974,8417-FMLZI,Male,No,Yes,Yes,1,2,0,Credit card (automatic),$83.55,$477.55,Yes,5.72,False,True,True,True,True,3,2021-02-03,$83.55,TRUE,Month-to-Month,One Line,Fiber Optic,6,False,False,Phone and Internet
5976,8421-WZOOW,Female,Yes,Yes,Yes,1,2,0,Credit card (automatic),$95.30,"$5,567.45",No,58.42,True,False,True,True,True,3,2016-09-14,$95.30,TRUE,Month-to-Month,One Line,Fiber Optic,58,False,False,Phone and Internet
5977,8429-XIBUM,Male,No,No,No,2,2,0,Bank transfer (automatic),$101.35,"$2,317.10",Yes,22.86,False,True,True,True,True,0,2019-08-31,$101.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,23,False,False,Phone and Internet
5980,8433-WXGNA,Male,No,No,No,1,2,0,Electronic check,$75.70,$189.20,Yes,2.5,False,True,True,True,True,0,2021-05-11,$75.70,TRUE,Month-to-Month,One Line,Fiber Optic,2,False,False,Phone and Internet
5983,8436-BJUMM,Male,No,Yes,Yes,2,2,0,Electronic check,$83.75,"$2,070.60",Yes,24.72,False,True,True,True,True,3,2019-07-05,$83.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,25,False,False,Phone and Internet
5984,8439-LTUGF,Male,No,No,No,1,0,0,Credit card (automatic),$20.00,$198.60,No,9.93,False,False,True,False,False,0,2020-09-27,$20.00,TRUE,Month-to-Month,One Line,No Internet Service,10,True,False,Phone
5986,8443-WVPSS,Male,No,Yes,No,1,2,0,Electronic check,$99.85,$990.90,Yes,9.92,False,True,True,True,True,1,2020-09-28,$99.85,TRUE,Month-to-Month,One Line,Fiber Optic,10,False,False,Phone and Internet
5987,8443-ZRDBZ,Male,No,No,No,2,2,0,Electronic check,$76.05,$318.90,Yes,4.19,False,True,True,True,True,0,2021-03-21,$76.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,4,False,False,Phone and Internet
5988,8444-WRIDW,Female,Yes,No,No,2,2,0,Credit card (automatic),$80.45,"$5,224.35",Yes,64.94,True,True,True,True,True,0,2016-02-28,$80.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,65,False,False,Phone and Internet
5989,8445-DNBAE,Male,No,No,Yes,2,1,0,Electronic check,$50.05,$50.05,No,1.0,False,False,True,True,True,2,2021-06-26,$50.05,TRUE,Month-to-Month,Two or More Lines,DSL,1,False,False,Phone and Internet
5990,8450-JOVAH,Male,No,Yes,Yes,2,1,0,Mailed check,$56.70,$113.55,Yes,2.0,False,True,True,True,True,3,2021-05-27,$56.70,TRUE,Month-to-Month,Two or More Lines,DSL,2,False,False,Phone and Internet
5992,8450-UYIBU,Female,Yes,No,No,0,1,0,Electronic check,$39.85,"$1,434.60",No,36.0,True,False,False,True,False,0,2018-07-28,$39.85,TRUE,Month-to-Month,No Phone Service,DSL,36,False,True,Internet
5994,8455-HIRAQ,Female,No,No,No,1,1,0,Mailed check,$44.45,$369.30,No,8.31,True,False,True,True,True,0,2020-11-16,$44.45,TRUE,Month-to-Month,One Line,DSL,8,False,False,Phone and Internet
5995,8456-QDAVC,Male,No,No,No,1,2,0,Bank transfer (automatic),$78.70,"$1,495.10",No,19.0,False,False,True,True,True,0,2019-12-27,$78.70,TRUE,Month-to-Month,One Line,Fiber Optic,19,False,False,Phone and Internet
5996,8457-XIGKN,Male,No,No,No,1,0,0,Credit card (automatic),$19.60,$356.15,No,18.17,False,False,True,False,False,0,2020-01-21,$19.60,TRUE,Month-to-Month,One Line,No Internet Service,18,True,False,Phone
6001,8467-WYNSR,Male,No,No,No,1,1,0,Mailed check,$55.10,"$1,253.15",No,22.74,False,False,True,True,True,0,2019-09-04,$55.10,TRUE,Month-to-Month,One Line,DSL,23,False,False,Phone and Internet
6002,8468-EHYJA,Female,No,Yes,No,2,2,0,Electronic check,$99.65,"$5,497.05",No,55.16,True,False,True,True,True,1,2016-12-22,$99.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,55,False,False,Phone and Internet
6005,8473-VUVJN,Male,Yes,No,No,2,2,0,Electronic check,$73.65,$73.65,Yes,1.0,False,True,True,True,True,0,2021-06-26,$73.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,1,False,False,Phone and Internet
6006,8474-UMLNT,Female,No,No,No,1,1,0,Bank transfer (automatic),$67.80,$842.25,No,12.42,True,False,True,True,True,0,2020-07-14,$67.80,TRUE,Month-to-Month,One Line,DSL,12,False,False,Phone and Internet
6008,8481-YYXWG,Female,No,No,No,1,2,0,Electronic check,$89.35,$461.70,Yes,5.17,True,True,True,True,True,0,2021-02-19,$89.35,TRUE,Month-to-Month,One Line,Fiber Optic,5,False,False,Phone and Internet
6009,8485-GJCDN,Female,Yes,No,No,1,2,0,Mailed check,$69.05,$318.50,Yes,4.61,True,True,True,True,True,0,2021-03-08,$69.05,TRUE,Month-to-Month,One Line,Fiber Optic,5,False,False,Phone and Internet
6010,8486-AYEQH,Female,No,No,No,2,2,0,Electronic check,$76.05,"$2,227.80",No,29.29,True,False,True,True,True,0,2019-02-16,$76.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,29,False,False,Phone and Internet
6011,8490-BXHEO,Male,Yes,No,No,2,2,0,Credit card (automatic),$80.55,"$1,411.65",No,17.53,False,False,True,True,True,0,2020-02-09,$80.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,18,False,False,Phone and Internet
6012,8495-LJDFO,Female,Yes,No,No,2,2,0,Bank transfer (automatic),$108.95,"$7,111.30",No,65.27,True,False,True,True,True,0,2016-02-18,$108.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,65,False,False,Phone and Internet
6013,8495-PRWFH,Female,Yes,No,No,2,1,0,Electronic check,$55.65,"$2,421.75",No,43.52,True,False,True,True,True,0,2017-12-11,$55.65,TRUE,Month-to-Month,Two or More Lines,DSL,44,False,False,Phone and Internet
6015,8496-EJAUI,Male,No,No,No,1,2,0,Credit card (automatic),$73.85,"$1,424.50",Yes,19.29,False,True,True,True,True,0,2019-12-18,$73.85,TRUE,Month-to-Month,One Line,Fiber Optic,19,False,False,Phone and Internet
6016,8498-XXGWA,Female,No,Yes,No,1,1,0,Mailed check,$55.15,"$3,673.15",No,66.6,True,False,True,True,True,1,2016-01-09,$55.15,TRUE,Month-to-Month,One Line,DSL,67,False,False,Phone and Internet
6018,8510-AWCXC,Female,Yes,No,No,2,2,0,Electronic check,$100.80,"$1,308.10",Yes,12.98,True,True,True,True,True,0,2020-06-27,$100.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,13,False,False,Phone and Internet
6025,8519-IMDHU,Male,Yes,Yes,No,2,2,0,Bank transfer (automatic),$85.60,"$1,345.55",Yes,15.72,False,True,True,True,True,1,2020-04-04,$85.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,16,False,False,Phone and Internet
6026,8519-QJGJD,Female,No,No,No,1,2,0,Electronic check,$75.35,"$1,025.95",Yes,13.62,True,True,True,True,True,0,2020-06-07,$75.35,TRUE,Month-to-Month,One Line,Fiber Optic,14,False,False,Phone and Internet
6028,8535-SFUTN,Male,No,No,No,2,2,0,Electronic check,$106.45,"$6,300.15",No,59.18,False,False,True,True,True,0,2016-08-21,$106.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,59,False,False,Phone and Internet
6030,8541-QVFKM,Female,No,No,No,2,2,0,Electronic check,$73.50,$632.20,No,8.6,True,False,True,True,True,0,2020-11-07,$73.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,9,False,False,Phone and Internet
6031,8543-MSDMF,Male,No,No,No,1,1,0,Electronic check,$77.40,$206.15,No,2.66,False,False,True,True,True,0,2021-05-06,$77.40,TRUE,Month-to-Month,One Line,DSL,3,False,False,Phone and Internet
6032,8544-GOQSH,Female,No,No,No,1,2,0,Credit card (automatic),$80.05,"$1,112.30",No,13.9,True,False,True,True,True,0,2020-05-30,$80.05,TRUE,Month-to-Month,One Line,Fiber Optic,14,False,False,Phone and Internet
6034,8547-NSBBO,Male,No,No,No,2,2,0,Mailed check,$96.75,"$3,403.40",No,35.18,False,False,True,True,True,0,2018-08-22,$96.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,35,False,False,Phone and Internet
6035,8548-AWOFC,Male,No,Yes,No,2,1,0,Electronic check,$63.85,"$4,264.60",No,66.79,False,False,True,True,True,1,2016-01-03,$63.85,TRUE,Month-to-Month,Two or More Lines,DSL,67,False,False,Phone and Internet
6037,8552-OBVRU,Female,Yes,Yes,Yes,1,2,0,Electronic check,$104.50,"$5,068.05",No,48.5,True,False,True,True,True,3,2017-07-12,$104.50,TRUE,Month-to-Month,One Line,Fiber Optic,48,False,False,Phone and Internet
6041,8562-GHPPI,Female,No,No,No,1,0,0,Credit card (automatic),$19.80,$19.80,No,1.0,True,False,True,False,False,0,2021-06-26,$19.80,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
6043,8563-OYMQY,Male,No,No,No,1,2,0,Credit card (automatic),$90.95,"$1,612.20",No,17.73,False,False,True,True,True,0,2020-02-03,$90.95,TRUE,Month-to-Month,One Line,Fiber Optic,18,False,False,Phone and Internet
6045,8565-CLBZW,Male,No,No,No,2,2,0,Mailed check,$89.85,"$2,165.05",Yes,24.1,False,True,True,True,True,0,2019-07-25,$89.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,24,False,False,Phone and Internet
6048,8566-YPRGL,Female,No,No,No,1,0,0,Mailed check,$19.50,$19.50,No,1.0,True,False,True,False,False,0,2021-06-26,$19.50,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
6051,8573-CGOCC,Male,No,No,No,1,0,0,Credit card (automatic),$19.75,$294.90,No,14.93,False,False,True,False,False,0,2020-04-28,$19.75,TRUE,Month-to-Month,One Line,No Internet Service,15,True,False,Phone
6054,8580-AECUZ,Male,Yes,No,No,1,2,0,Electronic check,$79.10,$79.10,Yes,1.0,False,True,True,True,True,0,2021-06-26,$79.10,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
6056,8582-KRHPJ,Male,No,No,No,0,1,0,Mailed check,$35.00,"$1,782.40",No,50.93,False,False,False,True,False,0,2017-04-30,$35.00,TRUE,Month-to-Month,No Phone Service,DSL,51,False,True,Internet
6057,8584-KMVXD,Female,No,No,No,1,2,0,Electronic check,$75.60,$535.55,No,7.08,True,False,True,True,True,0,2020-12-23,$75.60,TRUE,Month-to-Month,One Line,Fiber Optic,7,False,False,Phone and Internet
6061,8591-NXRCV,Female,No,No,No,2,1,0,Bank transfer (automatic),$74.65,"$3,090.65",No,41.4,True,False,True,True,True,0,2018-02-13,$74.65,TRUE,Month-to-Month,Two or More Lines,DSL,41,False,False,Phone and Internet
6064,8593-WHYHV,Male,No,No,No,2,2,0,Electronic check,$85.30,$264.80,Yes,3.1,False,True,True,True,True,0,2021-04-23,$85.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,3,False,False,Phone and Internet
6068,8601-QACRS,Female,No,No,No,2,1,0,Mailed check,$50.60,$249.95,Yes,4.94,True,True,True,True,True,0,2021-02-26,$50.60,TRUE,Month-to-Month,Two or More Lines,DSL,5,False,False,Phone and Internet
6069,8603-IJWDN,Male,No,No,No,2,2,0,Electronic check,$86.60,$86.60,Yes,1.0,False,True,True,True,True,0,2021-06-26,$86.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,1,False,False,Phone and Internet
6070,8605-ITULD,Female,No,No,No,1,0,0,Mailed check,$19.55,$19.55,No,1.0,True,False,True,False,False,0,2021-06-26,$19.55,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
6074,8610-WFCJF,Female,No,Yes,Yes,2,2,0,Electronic check,$95.60,"$4,783.50",Yes,50.04,True,True,True,True,True,3,2017-05-27,$95.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,50,False,False,Phone and Internet
6077,8614-VGMMV,Female,No,No,No,2,1,0,Electronic check,$49.10,$679.55,Yes,13.84,True,True,True,True,True,0,2020-06-01,$49.10,TRUE,Month-to-Month,Two or More Lines,DSL,14,False,False,Phone and Internet
6078,8617-ENBDS,Male,No,No,No,1,2,0,Credit card (automatic),$73.60,$232.50,No,3.16,False,False,True,True,True,0,2021-04-21,$73.60,TRUE,Month-to-Month,One Line,Fiber Optic,3,False,False,Phone and Internet
6080,8620-RJPZN,Female,No,No,No,1,0,0,Electronic check,$20.70,$20.70,No,1.0,True,False,True,False,False,0,2021-06-26,$20.70,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
6081,8621-MNIHH,Female,Yes,Yes,No,2,2,0,Electronic check,$94.25,"$3,217.55",Yes,34.14,True,True,True,True,True,1,2018-09-22,$94.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,34,False,False,Phone and Internet
6082,8622-ZLFKO,Female,No,Yes,No,2,2,0,Electronic check,$90.75,$512.25,No,5.64,True,False,True,True,True,1,2021-02-05,$90.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,6,False,False,Phone and Internet
6083,8623-TMRBY,Male,Yes,Yes,Yes,2,2,0,Electronic check,$84.20,"$4,146.05",Yes,49.24,False,True,True,True,True,3,2017-06-20,$84.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,49,False,False,Phone and Internet
6084,8623-ULFNQ,Female,Yes,No,No,2,1,0,Electronic check,$66.05,"$1,652.40",No,25.02,True,False,True,True,True,0,2019-06-27,$66.05,TRUE,Month-to-Month,Two or More Lines,DSL,25,False,False,Phone and Internet
6085,8624-GIOUT,Female,No,No,No,2,1,0,Credit card (automatic),$59.75,"$2,934.30",Yes,49.11,True,True,True,True,True,0,2017-06-24,$59.75,TRUE,Month-to-Month,Two or More Lines,DSL,49,False,False,Phone and Internet
6086,8625-AZYZY,Male,No,Yes,No,2,2,0,Electronic check,$104.65,"$2,542.45",Yes,24.29,False,True,True,True,True,1,2019-07-19,$104.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,24,False,False,Phone and Internet
6092,8630-FJLIB,Female,No,No,No,1,2,0,Electronic check,$69.80,"$1,221.65",No,17.5,True,False,True,True,True,0,2020-02-10,$69.80,TRUE,Month-to-Month,One Line,Fiber Optic,18,False,False,Phone and Internet
6095,8631-WUXGY,Female,No,No,Yes,1,2,0,Electronic check,$99.80,"$4,391.25",No,44.0,True,False,True,True,True,2,2017-11-26,$99.80,TRUE,Month-to-Month,One Line,Fiber Optic,44,False,False,Phone and Internet
6098,8634-MPHTR,Male,Yes,Yes,No,2,2,0,Electronic check,$100.05,"$4,871.05",Yes,48.69,False,True,True,True,True,1,2017-07-07,$100.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,49,False,False,Phone and Internet
6099,8637-XJIVR,Female,No,No,No,2,2,0,Electronic check,$78.95,$927.35,Yes,11.75,True,True,True,True,True,0,2020-08-03,$78.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,12,False,False,Phone and Internet
6101,8640-SDGKB,Male,No,No,No,1,1,0,Electronic check,$74.40,$299.70,Yes,4.03,False,True,True,True,True,0,2021-03-26,$74.40,TRUE,Month-to-Month,One Line,DSL,4,False,False,Phone and Internet
6102,8642-GVWRF,Female,No,Yes,No,1,2,0,Bank transfer (automatic),$79.70,$165.00,Yes,2.07,True,True,True,True,True,1,2021-05-25,$79.70,TRUE,Month-to-Month,One Line,Fiber Optic,2,False,False,Phone and Internet
6103,8644-XLFBW,Male,Yes,No,No,1,2,0,Electronic check,$71.65,$71.65,Yes,1.0,False,True,True,True,True,0,2021-06-26,$71.65,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
6104,8644-XYTSV,Male,No,Yes,No,0,1,0,Bank transfer (automatic),$40.15,"$1,626.05",No,40.5,False,False,False,True,False,1,2018-03-13,$40.15,TRUE,Month-to-Month,No Phone Service,DSL,40,False,True,Internet
6106,8645-KWHJO,Male,No,No,No,0,1,0,Electronic check,$55.00,$771.95,No,14.04,False,False,False,True,False,0,2020-05-26,$55.00,TRUE,Month-to-Month,No Phone Service,DSL,14,False,True,Internet
6108,8647-SDTWQ,Male,No,Yes,Yes,2,2,0,Electronic check,$74.30,"$4,018.35",No,54.08,False,False,True,True,True,3,2017-01-23,$74.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,54,False,False,Phone and Internet
6109,8648-PFRMP,Female,Yes,No,No,0,1,0,Electronic check,$46.35,$672.70,No,14.51,True,False,False,True,False,0,2020-05-11,$46.35,TRUE,Month-to-Month,No Phone Service,DSL,15,False,True,Internet
6110,8650-RHRKE,Male,No,No,No,0,1,0,Electronic check,$29.65,$118.50,Yes,4.0,False,True,False,True,False,0,2021-03-27,$29.65,TRUE,Month-to-Month,No Phone Service,DSL,4,False,True,Internet
6113,8654-DHAOW,Female,No,No,No,2,1,0,Mailed check,$54.15,$101.65,No,1.88,True,False,True,True,True,0,2021-05-30,$54.15,TRUE,Month-to-Month,Two or More Lines,DSL,2,False,False,Phone and Internet
6114,8659-HDIYE,Female,Yes,No,No,2,1,0,Credit card (automatic),$74.65,"$4,869.35",No,65.23,True,False,True,True,True,0,2016-02-19,$74.65,TRUE,Month-to-Month,Two or More Lines,DSL,65,False,False,Phone and Internet
6116,8660-BUETV,Female,No,No,No,1,1,0,Mailed check,$44.75,$148.05,No,3.31,True,False,True,True,True,0,2021-04-17,$44.75,TRUE,Month-to-Month,One Line,DSL,3,False,False,Phone and Internet
6118,8663-UPDGF,Female,No,No,No,2,1,0,Bank transfer (automatic),$69.50,"$1,800.05",No,25.9,True,False,True,True,True,0,2019-05-31,$69.50,TRUE,Month-to-Month,Two or More Lines,DSL,26,False,False,Phone and Internet
6119,8665-UTDHZ,Male,No,Yes,Yes,0,1,0,Electronic check,$30.20,$30.20,Yes,1.0,False,True,False,True,False,3,2021-06-26,$30.20,TRUE,Month-to-Month,No Phone Service,DSL,1,False,True,Internet
6123,8671-KKKOS,Female,No,Yes,No,0,1,0,Electronic check,$45.55,"$2,062.15",No,45.27,True,False,False,True,False,1,2017-10-18,$45.55,TRUE,Month-to-Month,No Phone Service,DSL,45,False,True,Internet
6125,8676-OOQEJ,Male,No,No,No,0,1,0,Electronic check,$30.50,$118.40,No,3.88,False,False,False,True,False,0,2021-03-30,$30.50,TRUE,Month-to-Month,No Phone Service,DSL,4,False,True,Internet
6126,8676-TRMJS,Male,No,No,No,2,2,0,Mailed check,$75.00,$209.10,Yes,2.79,False,True,True,True,True,0,2021-05-03,$75.00,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,3,False,False,Phone and Internet
6127,8677-HDZEE,Female,No,No,No,2,2,0,Bank transfer (automatic),$105.45,"$5,916.95",No,56.11,True,False,True,True,True,0,2016-11-23,$105.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,56,False,False,Phone and Internet
6128,8679-JOEVF,Female,Yes,No,No,1,1,0,Electronic check,$59.40,"$1,023.90",Yes,17.24,True,True,True,True,True,0,2020-02-18,$59.40,TRUE,Month-to-Month,One Line,DSL,17,False,False,Phone and Internet
6131,8681-ICONS,Male,No,Yes,Yes,1,0,0,Mailed check,$20.65,$654.85,No,31.71,False,False,True,False,False,3,2018-12-05,$20.65,TRUE,Month-to-Month,One Line,No Internet Service,32,True,False,Phone
6132,8685-WHQPW,Female,Yes,No,No,2,2,0,Bank transfer (automatic),$74.40,"$1,692.60",Yes,22.75,True,True,True,True,True,0,2019-09-04,$74.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,23,False,False,Phone and Internet
6133,8687-BAFGU,Male,No,No,No,1,2,0,Electronic check,$74.00,$74.00,No,1.0,False,False,True,True,True,0,2021-06-26,$74.00,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
6136,8695-ARGXZ,Male,Yes,Yes,No,2,2,0,Electronic check,$75.55,"$2,425.40",No,32.1,False,False,True,True,True,1,2018-11-23,$75.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,32,False,False,Phone and Internet
6137,8695-WDYEA,Male,No,No,No,1,1,0,Mailed check,$51.25,$51.25,No,1.0,False,False,True,True,True,0,2021-06-26,$51.25,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
6138,8696-JKZNU,Female,Yes,No,No,2,2,0,Electronic check,$76.25,"$2,841.55",Yes,37.27,True,True,True,True,True,0,2018-06-19,$76.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,37,False,False,Phone and Internet
6139,8699-ASUFO,Male,Yes,Yes,No,2,2,0,Mailed check,$74.40,$527.90,Yes,7.1,False,True,True,True,True,1,2020-12-23,$74.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,7,False,False,Phone and Internet
6141,8705-DWKTI,Male,No,No,No,1,2,0,Credit card (automatic),$83.80,"$4,331.40",No,51.69,False,False,True,True,True,0,2017-04-06,$83.80,TRUE,Month-to-Month,One Line,Fiber Optic,52,False,False,Phone and Internet
6142,8705-WZCYL,Male,No,No,No,1,1,0,Electronic check,$44.80,$44.80,No,1.0,False,False,True,True,True,0,2021-06-26,$44.80,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
6143,8706-HRADD,Male,No,No,No,0,1,0,Mailed check,$43.55,"$1,011.50",No,23.23,False,False,False,True,False,0,2019-08-20,$43.55,TRUE,Month-to-Month,No Phone Service,DSL,23,False,True,Internet
6146,8708-XPXHZ,Female,No,Yes,Yes,2,2,0,Electronic check,$94.20,"$4,186.30",Yes,44.44,True,True,True,True,True,3,2017-11-13,$94.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,44,False,False,Phone and Internet
6147,8709-KRDVL,Female,No,No,No,2,2,0,Electronic check,$100.00,"$3,320.60",No,33.21,True,False,True,True,True,0,2018-10-20,$100.00,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,33,False,False,Phone and Internet
6148,8710-YGLWG,Male,No,No,No,1,1,0,Mailed check,$44.90,$44.90,No,1.0,False,False,True,True,True,0,2021-06-26,$44.90,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
6150,8713-IGZSO,Male,No,No,No,2,0,0,Mailed check,$24.85,$62.00,No,2.49,False,False,True,False,False,0,2021-05-12,$24.85,TRUE,Month-to-Month,Two or More Lines,No Internet Service,2,True,False,Phone
6151,8714-CTZJW,Female,No,No,No,1,2,0,Credit card (automatic),$82.85,$319.60,No,3.86,True,False,True,True,True,0,2021-03-31,$82.85,TRUE,Month-to-Month,One Line,Fiber Optic,4,False,False,Phone and Internet
6152,8714-EUHJO,Female,No,Yes,Yes,2,2,0,Electronic check,$91.15,"$2,995.45",Yes,32.86,True,True,True,True,True,3,2018-10-31,$91.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,33,False,False,Phone and Internet
6155,8718-PTMEZ,Female,No,No,No,0,1,0,Electronic check,$31.05,$347.25,Yes,11.18,True,True,False,True,False,0,2020-08-20,$31.05,TRUE,Month-to-Month,No Phone Service,DSL,11,False,True,Internet
6156,8720-RQSBJ,Male,Yes,No,No,1,1,0,Electronic check,$44.00,$44.00,No,1.0,False,False,True,True,True,0,2021-06-26,$44.00,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
6157,8722-NGNBH,Male,No,No,No,0,1,0,Mailed check,$40.00,$223.45,Yes,5.59,False,True,False,True,False,0,2021-02-07,$40.00,TRUE,Month-to-Month,No Phone Service,DSL,6,False,True,Internet
6159,8725-JEDFD,Male,No,No,No,1,2,0,Mailed check,$69.05,"$1,793.25",No,25.97,False,False,True,True,True,0,2019-05-29,$69.05,TRUE,Month-to-Month,One Line,Fiber Optic,26,False,False,Phone and Internet
6162,8728-SKJLR,Male,No,No,No,1,2,0,Electronic check,$74.25,"$3,089.10",No,41.6,False,False,True,True,True,0,2018-02-07,$74.25,TRUE,Month-to-Month,One Line,Fiber Optic,42,False,False,Phone and Internet
6163,8731-WBBMB,Female,No,Yes,No,1,1,0,Bank transfer (automatic),$81.90,"$2,078.55",No,25.38,True,False,True,True,True,1,2019-06-16,$81.90,TRUE,Month-to-Month,One Line,DSL,25,False,False,Phone and Internet
6164,8734-DKSTZ,Female,No,Yes,Yes,2,2,0,Electronic check,$85.95,$858.60,No,9.99,True,False,True,True,True,3,2020-09-26,$85.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,10,False,False,Phone and Internet
6165,8734-FNWVH,Male,No,Yes,Yes,2,1,0,Bank transfer (automatic),$59.70,"$1,825.50",No,30.58,False,False,True,True,True,3,2019-01-08,$59.70,TRUE,Month-to-Month,Two or More Lines,DSL,31,False,False,Phone and Internet
6166,8735-DCXNF,Male,No,Yes,No,1,1,0,Credit card (automatic),$54.95,$568.85,No,10.35,False,False,True,True,True,1,2020-09-15,$54.95,TRUE,Month-to-Month,One Line,DSL,10,False,False,Phone and Internet
6167,8735-IJJEG,Male,No,Yes,No,1,1,0,Credit card (automatic),$50.20,$668.85,No,13.32,False,False,True,True,True,1,2020-06-16,$50.20,TRUE,Month-to-Month,One Line,DSL,13,False,False,Phone and Internet
6168,8735-NBLWT,Male,No,No,Yes,1,0,0,Mailed check,$20.40,$184.10,No,9.02,False,False,True,False,False,2,2020-10-25,$20.40,TRUE,Month-to-Month,One Line,No Internet Service,9,True,False,Phone
6171,8739-QOTTN,Female,No,Yes,No,1,0,0,Mailed check,$20.35,$41.85,No,2.06,True,False,True,False,False,1,2021-05-25,$20.35,TRUE,Month-to-Month,One Line,No Internet Service,2,True,False,Phone
6172,8739-WWKDU,Male,Yes,No,No,2,2,0,Electronic check,$89.50,"$2,196.15",Yes,24.54,False,True,True,True,True,0,2019-07-11,$89.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,25,False,False,Phone and Internet
6173,8739-XNIKG,Female,No,No,No,2,2,0,Electronic check,$84.00,$424.75,No,5.06,True,False,True,True,True,0,2021-02-23,$84.00,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,5,False,False,Phone and Internet
6174,8740-CRYFY,Male,No,No,No,1,2,0,Electronic check,$78.95,$78.95,Yes,1.0,False,True,True,True,True,0,2021-06-26,$78.95,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
6175,8740-XLHDR,Male,No,No,No,0,1,0,Mailed check,$43.25,$219.00,Yes,5.06,False,True,False,True,False,0,2021-02-22,$43.25,TRUE,Month-to-Month,No Phone Service,DSL,5,False,True,Internet
6176,8741-LQOBK,Female,No,Yes,Yes,0,1,0,Bank transfer (automatic),$35.05,"$1,620.25",No,46.23,True,False,False,True,False,3,2017-09-19,$35.05,TRUE,Month-to-Month,No Phone Service,DSL,46,False,True,Internet
6179,8746-OQQRW,Male,No,No,No,2,0,0,Mailed check,$25.25,$101.90,No,4.04,False,False,True,False,False,0,2021-03-26,$25.25,TRUE,Month-to-Month,Two or More Lines,No Internet Service,4,True,False,Phone
